primary_type,subtype,lat,lon,name,amenity,building,access,leisure,fee,parking
transport,parking,52.2525068,20.8969116,,parking,,,,,surface
transport,parking,52.2550646,20.8940736,,parking,,,,,
transport,parking,52.2534109,20.8971094,,parking_space,,,,,surface
transport,parking,52.2037425,21.0139312,,parking,,,,,
transport,parking,52.2875796,20.9365772,P+R Wawrzyszew,parking,,yes,,no,surface
transport,parking,52.3052,21.0859515,,parking,,customers,,no,surface
transport,parking,52.3174327,20.9506284,,parking,,yes,,no,street_side
transport,parking,52.3174899,20.9509907,,parking,,yes,,no,street_side
transport,parking,52.3172471,20.9506616,,parking,,yes,,no,street_side
transport,parking,52.3191613,20.9531863,,parking,,yes,,no,street_side
transport,parking,52.3196924,20.9536021,,parking,,yes,,no,street_side
transport,parking,52.3199823,20.9542736,,parking,,yes,,no,street_side
transport,parking,52.3193954,20.9534999,,parking,,yes,,no,street_side
transport,parking,52.3199152,20.9538992,,parking,,yes,,no,street_side
transport,parking,52.3196786,20.9538728,,parking,,yes,,no,street_side
transport,parking,52.3193184,20.9531148,,parking,,yes,,no,street_side
transport,parking,52.3161276,20.9571233,,parking,,yes,,no,street_side
transport,parking,52.3161029,20.959477,,parking,,yes,,no,street_side
transport,parking,52.3160337,20.9583227,,parking,,yes,,no,street_side
transport,parking,52.3162337,20.9565747,,parking,,yes,,no,street_side
transport,parking,52.3160609,20.9576979,,parking,,yes,,no,street_side
transport,parking,52.3160762,20.9592283,,parking,,yes,,no,street_side
transport,parking,52.3160534,20.9589673,,parking,,yes,,no,street_side
transport,parking,52.2788988,21.1151675,,parking,,customers,,,
transport,parking,52.3058726,21.0801724,,parking,,customers,,no,surface
transport,parking,52.2627055,20.9169178,,parking,,,,,
transport,parking,52.2629003,20.9170325,,parking,,,,,
transport,parking,52.2636766,20.9165001,,parking,,,,,
transport,parking,52.2637302,20.9155134,,parking,,,,,
transport,parking,52.2632304,20.915166,,parking,,,,,
transport,parking,52.2625308,20.9139455,,parking,,,,,
transport,parking,52.2624648,20.9142094,,parking,,,,,
transport,parking,52.2625493,20.9152907,,parking,,,,,
transport,parking,52.2617562,20.918393,,parking,,,,,
transport,parking,52.2622872,20.9193757,,parking,,yes,,,
transport,parking,52.2619182,20.9200431,,parking,,yes,,no,surface
transport,parking,52.2627031,20.9213747,,parking,,yes,,no,surface
transport,parking,52.262691,20.9227113,,parking,,yes,,no,street_side
transport,parking,52.2627321,20.9234586,,parking,,yes,,no,street_side
transport,parking,52.2632238,20.9230608,,parking,,yes,,no,surface
transport,parking,52.2631569,20.9233163,,parking,,yes,,no,surface
transport,parking,52.2632162,20.923682,,parking,,yes,,no,surface
transport,parking,52.2633496,20.9233485,,parking,,yes,,no,surface
transport,parking,52.2635109,20.9236154,,parking,,yes,,no,surface
transport,parking,52.2637963,20.9239214,,parking,,yes,,no,street_side
transport,parking,52.2636022,20.9249751,,parking,,yes,,no,street_side
transport,parking,52.2631847,20.9256651,,parking,,yes,,,
transport,parking,52.2624139,20.9253389,,parking,,yes,,no,surface
transport,parking,52.2615504,20.9246417,,parking,,yes,,no,surface
transport,parking,52.2611546,20.9238011,,parking,,yes,,no,surface
transport,parking,52.2614982,20.9234477,,parking,,private,,,
transport,parking,52.2620582,20.9213756,,parking,,yes,,no,surface
transport,parking,52.2617233,20.9233014,,parking,,,,,
transport,parking,52.2610746,20.9235525,,parking,,yes,,no,surface
transport,parking,52.260238,20.9181098,,parking,,,,,
transport,parking,52.2590581,20.9186653,,parking,,yes,,no,surface
transport,parking,52.2591582,20.9192347,,parking,,yes,,no,surface
transport,parking,52.2585789,20.920597,,parking,,yes,,no,surface
transport,parking,52.2578841,20.9197163,,parking,,yes,,no,surface
transport,parking,52.2580246,20.9198892,,parking,,yes,,no,surface
transport,parking,52.263551,20.9952608,,parking,,private,,,
transport,parking,52.2623304,20.9960429,,parking,,,,,
transport,parking,52.3230143,20.9768151,,parking,,,,,street_side
transport,parking,52.2447312,20.9804307,,parking,,yes,,yes,surface
transport,parking,52.2443192,20.9806173,,parking,,yes,,yes,surface
transport,parking,52.2454135,20.9829538,,parking,,yes,,yes,surface
transport,parking,52.2458351,20.984117,,parking,,yes,,yes,street_side
transport,parking,52.2450525,20.9815863,,parking,,yes,,yes,surface
transport,parking,52.2491223,20.9939779,,parking,,private,,,
transport,parking,52.2416462,20.9800411,,parking,,,,,
transport,parking,52.3268714,20.9432773,,parking,,private,,,street_side
transport,parking,52.327044,20.9418322,,parking,,private,,,street_side
transport,parking,52.3271288,20.9433088,,parking,,private,,,street_side
transport,parking,52.327102,20.9448098,,parking,,private,,,street_side
transport,parking,52.3272671,20.9416658,,parking,,private,,,street_side
transport,parking,52.3264721,20.9432287,,parking,,private,,,street_side
transport,parking,52.3260771,20.9447188,,parking,,private,,,street_side
transport,parking,52.3260309,20.9431781,,parking,,private,,,street_side
transport,parking,52.3267823,20.9434288,,parking,,private,,,street_side
transport,parking,52.3267536,20.9418384,,parking,,private,,,street_side
transport,parking,52.326081,20.943347,,parking,,private,,,street_side
transport,parking,52.3271978,20.94485,,parking,,private,,,street_side
transport,parking,52.3272009,20.9427976,,parking,,private,,,street_side
transport,parking,52.3263825,20.9418834,,parking,,private,,,street_side
transport,parking,52.3270964,20.9434688,,parking,,private,,,street_side
transport,parking,52.3271633,20.9418294,,parking,,private,,,street_side
transport,parking,52.3273253,20.9421385,,parking,,private,,,street_side
transport,parking,52.3260353,20.9447112,,parking,,private,,,street_side
transport,parking,52.326492,20.9432312,,parking,,private,,,street_side
transport,parking,52.3264543,20.9447665,,parking,,private,,,street_side
transport,parking,52.326464,20.9433916,,parking,,private,,,street_side
transport,parking,52.3266294,20.9418469,,parking,,private,,,street_side
transport,parking,52.3259507,20.9431675,,parking,,private,,,street_side
transport,parking,52.3262595,20.9433659,,parking,,private,,,street_side
transport,parking,52.3265824,20.9416887,,parking,,private,,,street_side
transport,parking,52.327688,20.9382062,,parking,,yes,,no,street_side
transport,parking,52.327608,20.9376641,,parking,,yes,,no,street_side
transport,parking,52.3275305,20.9393719,,parking,,yes,,no,street_side
transport,parking,52.3277168,20.9375978,,parking,,yes,,no,street_side
transport,parking,52.3275838,20.9381912,,parking,,yes,,no,street_side
transport,parking,52.3275588,20.9387599,,parking,,yes,,no,street_side
transport,parking,52.3319551,20.943816,,parking,,private,,,surface
transport,parking,52.3957746,20.9372595,,parking,,customers,,,surface
transport,parking,52.292793,21.1094273,,parking,,private,,,surface
transport,parking,52.2944878,21.1042874,,parking,,,,,surface
transport,parking,52.170684,21.0107808,,parking,,,,,
transport,parking,52.1708031,21.0124847,,parking,,,,,
transport,parking,52.309247,20.980117,,parking,,private,,,multi-storey
transport,parking,52.3084625,20.9818314,,parking,,,,,surface
transport,parking,52.3285577,20.9359216,,parking,,private,,,street_side
transport,parking,52.32782,20.9356907,,parking,,private,,,street_side
transport,parking,52.328663,20.9361373,,parking,,private,,,street_side
transport,parking,52.3286281,20.9358231,,parking,,private,,,street_side
transport,parking,52.3280984,20.9360273,,parking,,private,,,street_side
transport,parking,52.3279926,20.9359149,,parking,,private,,,street_side
transport,parking,52.3275416,20.9364368,,parking,,private,,,street_side
transport,parking,52.3284108,20.9357324,,parking,,private,,,street_side
transport,parking,52.3279302,20.9363258,,parking,,private,,,street_side
transport,parking,52.3273777,20.9365316,,parking,,private,,,street_side
transport,parking,52.3279374,20.9360857,,parking,,private,,,street_side
transport,parking,52.3273091,20.9346879,,parking,,private,,,street_side
transport,parking,52.3281503,20.9351427,,parking,,private,,,street_side
transport,parking,52.327498,20.9345158,,parking,,private,,,street_side
transport,parking,52.3130439,20.9581477,,parking,,yes,,no,surface
transport,parking,52.2056122,21.0230607,,parking,,yes,,no,street_side
transport,parking,52.2035742,21.0234644,,parking,,yes,,no,street_side
transport,parking,52.2037529,21.023424,,parking,,yes,,no,street_side
transport,parking,52.1948206,21.0140436,,parking,,yes,,no,street_side
transport,parking,52.2002721,21.0117674,,parking,,yes,,no,street_side
transport,parking,52.2605306,20.9693813,Parking Elektra,parking,,private,,yes,surface
transport,parking,52.2546459,20.9791589,,parking,,customers,,,surface
transport,parking,52.254091,20.9790663,,parking,,customers,,,street_side
transport,parking,52.2480052,20.9775257,,parking,,,,,
transport,parking,52.2480986,20.978054,,parking,,,,,
transport,parking,52.2477023,20.9782603,,parking,,,,,
transport,parking,52.2399283,20.9789597,,parking,,yes,,,
transport,parking,52.244014,20.975892,,parking,,private,,,surface
transport,parking,52.2205916,21.0113099,,parking,,yes,,yes,street_side
transport,parking,52.2214882,21.0099923,,parking,,yes,,yes,street_side
transport,parking,52.2219404,21.0094251,,parking,,yes,,yes,street_side
transport,parking,52.2216029,21.0098235,,parking,,yes,,yes,street_side
transport,parking,52.2209408,21.0108794,,parking,,yes,,yes,street_side
transport,parking,52.2226898,21.0082416,,parking,,yes,,yes,street_side
transport,parking,52.2287198,21.0115702,,parking,,yes,,yes,street_side
transport,parking,52.2286679,21.0118161,,parking,,yes,,yes,street_side
transport,parking,52.228099,21.0044523,,parking,,yes,,yes,surface
transport,parking,52.2295118,20.9722553,,parking,garage,private,,,multi-storey
transport,parking,52.2299526,20.9695679,,parking,,,,,
transport,parking,52.2332892,20.9666254,,parking,,private,,,surface
transport,parking,52.2299884,20.9675092,,parking,,private,,,surface
transport,parking,52.2302731,20.9660685,,parking,,yes,,yes,surface
transport,parking,52.1914187,21.0147048,,parking,,,,,
transport,parking,52.1926145,21.0128385,,parking,,,,,
transport,parking,52.190102,21.0125994,,parking,,,,,
transport,parking,52.1911486,21.0114922,,parking,,,,,
transport,parking,52.1911144,21.011622,,parking,,,,,
transport,parking,52.1916773,21.0113244,,parking,,yes,,no,street_side
transport,parking,52.1927128,21.0135035,,parking,,,,,street_side
transport,parking,52.1928988,21.0124711,,parking,,yes,,no,street_side
transport,parking,52.189689,21.0106195,,parking,,yes,,no,street_side
transport,parking,52.1959161,21.0131233,,parking,,,,,street_side
transport,parking,52.1949525,21.0114803,,parking,,,,,surface
transport,parking,52.1886361,21.0142914,,parking,,permissive,,,
transport,parking,52.1879979,21.0145417,,parking,,permissive,,,street_side
transport,parking,52.1881912,21.007293,,parking,,private,,,street_side
transport,parking,52.1440887,21.057109,,parking,,,,,
transport,parking,52.3339773,20.9437614,,parking,,yes,,no,street_side
transport,parking,52.3341135,20.9431557,,parking,,private,,,street_side
transport,parking,52.334161,20.9433888,,parking,,private,,,street_side
transport,parking,52.3331393,20.9430439,,parking,,private,,,street_side
transport,parking,52.3331878,20.9432027,,parking,,private,,,street_side
transport,parking,52.3344801,20.9440195,,parking,,yes,,no,street_side
transport,parking,52.1416702,21.056344,,parking,,yes,,no,surface
transport,parking,52.331469,20.9344671,,parking,,private,,,surface
transport,parking,52.3310947,20.9332498,,parking,,private,,,surface
transport,parking,52.3305044,20.9340761,,parking,,private,,,surface
transport,parking,52.3306863,20.9339686,,parking,,private,,,surface
transport,parking,52.3302412,20.933398,,parking,,private,,,surface
transport,parking,52.3308361,20.935373,,parking,,private,,,surface
transport,parking,52.331493,20.9351143,,parking,,private,,,surface
transport,parking,52.3310753,20.9337641,,parking,,private,,,surface
transport,parking,52.3318409,20.9330721,,parking,,private,,,surface
transport,parking,52.3319099,20.9329653,,parking,,private,,,surface
transport,parking,52.3321967,20.934763,,parking,,private,,,surface
transport,parking,52.3311729,20.9330297,,parking,,private,,,surface
transport,parking,52.332581,20.9348829,,parking,,private,,,surface
transport,parking,52.3318018,20.9350666,,parking,,private,,,surface
transport,parking,52.3315639,20.9330772,,parking,,private,,,surface
transport,parking,52.3325705,20.9346972,,parking,,private,,,surface
transport,parking,52.3317434,20.9348755,,parking,,private,,,surface
transport,parking,52.2791104,20.9559935,,parking,,yes,,no,surface
transport,parking,52.2794157,20.9543753,,parking,,private,,,surface
transport,parking,52.2827944,20.9473679,,parking,,yes,,no,surface
transport,parking,52.2783135,20.9507877,,parking,,yes,,no,surface
transport,parking,52.2311019,21.0067666,,parking,,yes,,yes,street_side
transport,parking,52.2309877,21.0064421,,parking,,yes,,yes,street_side
transport,parking,52.2304055,21.0066981,,parking,,yes,,yes,street_side
transport,parking,52.2311702,21.0071135,,parking,,yes,,yes,street_side
transport,parking,52.2302602,21.0056709,,parking,,yes,,yes,street_side
transport,parking,52.2307447,21.0081902,,parking,,yes,,yes,street_side
transport,parking,52.2308192,21.008149,,parking,,yes,,yes,street_side
transport,parking,52.2304767,21.00702,,parking,,private,,,street_side
transport,parking,52.2304055,21.0066981,,parking,,private,,,street_side
transport,parking,52.2305409,21.00639,,parking,,yes,,yes,street_side
transport,parking,52.2305504,21.0069502,,parking,,yes,,yes,street_side
transport,parking,52.2304597,21.0065439,,parking,,yes,,yes,street_side
transport,parking,52.2305114,21.0061152,,parking,,private,,,street_side
transport,parking,52.2307651,21.0074588,,parking,,private,,,street_side
transport,parking,52.2303966,21.005484,,parking,,yes,,yes,street_side
transport,parking,52.2303528,21.0056248,,parking,,private,,,street_side
transport,parking,52.2307959,21.0053029,,parking,,yes,,yes,street_side
transport,parking,52.2307683,21.0050839,,parking,,yes,,yes,street_side
transport,parking,52.2319573,21.003786,,parking,,,,,street_side
transport,parking,52.2325982,21.0039919,,parking,,yes,,yes,street_side
transport,parking,52.2331646,21.0056287,,parking,,yes,,yes,street_side
transport,parking,52.2327533,21.0037936,,parking,,yes,,yes,street_side
transport,parking,52.2331175,21.0066506,,parking,,yes,,yes,street_side
transport,parking,52.2329876,21.0054071,,parking,,yes,,yes,street_side
transport,parking,52.232726,21.0042473,,parking,,yes,,yes,street_side
transport,parking,52.2327238,21.0049077,,parking,,yes,,yes,street_side
transport,parking,52.2331308,21.0060373,,parking,,yes,,yes,street_side
transport,parking,52.2309248,21.007957,,parking,,private,,,street_side
transport,parking,52.2330708,21.0057764,,parking,,yes,,yes,street_side
transport,parking,52.2329986,21.0061242,,parking,,yes,,yes,street_side
transport,parking,52.2325727,21.0060296,,parking,,yes,,yes,street_side
transport,parking,52.2324413,21.0054546,,parking,,yes,,yes,street_side
transport,parking,52.2326155,21.0061871,,parking,,yes,,yes,street_side
transport,parking,52.2327851,21.0050424,,parking,,yes,,yes,street_side
transport,parking,52.2321577,21.0044931,,parking,,yes,,yes,street_side
transport,parking,52.2326119,21.0074263,,parking,,yes,,yes,street_side
transport,parking,52.2306378,21.0085792,,parking,,yes,,yes,street_side
transport,parking,52.2287648,21.0045654,,parking,,yes,,yes,surface
transport,parking,52.2362041,21.0067836,,parking,,yes,,yes,surface
transport,parking,52.174305,21.0013837,,parking,,,,,
transport,parking,52.2812945,20.9600604,,parking,,,,,
transport,parking,52.2810852,20.961505,,parking,,,,,
transport,parking,52.1770176,21.0603343,,parking,,,,,street_side
transport,parking,52.1768562,21.0605025,,parking,,,,,street_side
transport,parking,52.1777271,21.0595883,,parking,,,,,street_side
transport,parking,52.1794262,21.0577757,,parking,,,,,street_side
transport,parking,52.1791742,21.0576472,,parking,,,,,surface
transport,parking,52.1795123,21.0576837,,parking,,,,,street_side
transport,parking,52.1790831,21.0581459,,parking,,,,,street_side
transport,parking,52.1968323,21.0475943,,parking,,private,,,surface
transport,parking,52.1965156,21.0437628,,parking,,,,,
transport,parking,52.2032235,21.047153,,parking,,private,,,
transport,parking,52.229744,20.996884,,parking,,yes,,yes,street_side
transport,parking,52.2301889,20.9987497,,parking,,yes,,yes,street_side
transport,parking,52.2302951,20.9992342,,parking,,yes,,yes,street_side
transport,parking,52.1908808,21.00981,,parking,,yes,,no,street_side
transport,parking,52.1929083,21.0075196,,parking,,,,,street_side
transport,parking,52.332217,20.9382191,,parking,parking,private,,,multi-storey
transport,parking,52.2754373,20.9468204,,parking,,,,,surface
transport,parking,52.2766124,20.9474682,,parking,,private,,,surface
transport,parking,52.2756409,20.9563721,,parking,,private,,,
transport,parking,52.2755666,20.9583011,,parking,,yes,,no,surface
transport,parking,52.275022,20.9586627,,parking,,yes,,no,street_side
transport,parking,52.2755314,20.9595646,,parking,,yes,,no,surface
transport,parking,52.2745895,20.9584648,,parking,,yes,,no,street_side
transport,parking,52.270903,20.9546418,,parking,,,,,
transport,parking,52.1945554,21.0415959,,parking,,,,,
transport,parking,52.2013863,21.0352446,,parking,,,,,
transport,parking,52.1995944,21.0265341,,parking,,yes,,yes,surface
transport,parking,52.1898489,21.0453047,,parking,,,,,
transport,parking,52.18925,21.0454468,,parking,,,,,
transport,parking,52.187554,21.0450634,,parking,,yes,,no,surface
transport,parking,52.3978811,20.9389649,,parking,,no,,,surface
transport,parking,52.3291565,20.9395519,,parking,,yes,,no,street_side
transport,parking,52.3291458,20.9399361,,parking,,yes,,no,street_side
transport,parking,52.3354575,20.9368801,,parking,,customers,,no,street_side
transport,parking,52.2770506,20.9571727,,parking,,yes,,no,surface
transport,parking,52.2764007,20.9559202,,parking,,yes,,no,surface
transport,parking,52.2739258,20.9461226,,parking,,private,,,surface
transport,parking,52.3338053,20.9382415,,parking,,private,,,street_side
transport,parking,52.3337406,20.9380309,,parking,,private,,,street_side
transport,parking,52.33355,20.9374198,,parking,,private,,,street_side
transport,parking,52.3334857,20.937213,,parking,,private,,,street_side
transport,parking,52.3339272,20.9386328,,parking,,private,,,street_side
transport,parking,52.3336771,20.9378283,,parking,,private,,,street_side
transport,parking,52.333764,20.9381082,,parking,,private,,,street_side
transport,parking,52.3335113,20.937294,,parking,,private,,,street_side
transport,parking,52.3338663,20.9384366,,parking,,private,,,street_side
transport,parking,52.3336138,20.9376207,,parking,,private,,,street_side
transport,parking,52.3336377,20.9376986,,parking,,private,,,street_side
transport,parking,52.3334646,20.9371418,,parking,,private,,,street_side
transport,parking,52.2735561,20.944879,,parking,,yes,,no,street_side
transport,parking,52.2768838,20.9384578,,parking,,,,,street_side
transport,parking,52.2749129,20.9387655,,parking,,private,,,surface
transport,parking,52.2731445,20.9411504,,parking,,private,,,surface
transport,parking,52.2731445,20.9411504,,parking,,private,,,surface
transport,parking,52.2724045,20.9425729,,parking,,yes,,yes,surface
transport,parking,52.2744016,20.93915,,parking,,private,,,surface
transport,parking,52.2719565,20.941274,,parking,,private,,,
transport,parking,52.2751155,20.9430561,,parking,,private,,,street_side
transport,parking,52.2797838,20.9462899,,parking,,yes,,,street_side
transport,parking,52.2756761,20.9483671,,parking,,customers,,no,surface
transport,parking,52.2722244,20.9642574,,parking,,yes,,yes,surface
transport,parking,52.2729613,20.9640951,,parking,,private,,,surface
transport,parking,52.2747732,20.9582236,,parking,,yes,,no,surface
transport,parking,52.2751216,20.9583253,,parking,,yes,,no,surface
transport,parking,52.2755786,20.9586165,,parking,,yes,,no,surface
transport,parking,52.320733,20.9470403,,parking,,yes,,no,street_side
transport,parking,52.3212101,20.9460629,,parking,,yes,,no,street_side
transport,parking,52.3203795,20.9480174,,parking,,yes,,no,street_side
transport,parking,52.3205182,20.9474777,,parking,,yes,,no,street_side
transport,parking,52.3209419,20.946612,,parking,,yes,,no,street_side
transport,parking,52.1848784,21.022369,,parking,,private,,,surface
transport,parking,52.1846909,21.0229039,,parking,,private,,,
transport,parking,52.192116,21.0250853,,parking,,,,,
transport,parking,52.1869078,21.02534,,parking,,,,,
transport,parking,52.187467,21.015309,,parking,,yes,,no,street_side
transport,parking,52.1887612,21.0138349,,parking,,yes,,no,street_side
transport,parking,52.1875538,21.014376,,parking,,yes,,no,street_side
transport,parking,52.1873976,21.0182583,,parking,,yes,,no,surface
transport,parking,52.1876404,21.0165067,,parking,,yes,,no,street_side
transport,parking,52.1870956,21.016713,,parking,,yes,,no,surface
transport,parking,52.1832431,21.013178,,parking,,private,,,
transport,parking,52.188694,20.9963456,,parking,,,,,
transport,parking,52.1886911,20.9955954,,parking,,,,,
transport,parking,52.1887192,20.998626,,parking,,yes,,no,surface
transport,parking,52.1891473,20.9925484,,parking,,yes,,no,surface
transport,parking,52.1927792,20.991299,,parking,,yes,,no,street_side
transport,parking,52.2016818,20.9827068,,parking,,yes,,no,surface
transport,parking,52.1978226,21.0069937,,parking,,private,,,surface
transport,parking,52.1958434,21.0029012,,parking,,,,,street_side
transport,parking,52.1979075,21.0122913,,parking,,yes,,no,street_side
transport,parking,52.1972433,21.0096389,,parking,,,,,street_side
transport,parking,52.2001695,21.0078839,,parking,,,,,street_side
transport,parking,52.195638,21.0233716,,parking,,,,,
transport,parking,52.218749,21.0066011,,parking,,yes,,,street_side
transport,parking,52.2187405,21.0062805,,parking,,private,,,street_side
transport,parking,52.2216263,21.0165759,,parking,,yes,,yes,street_side
transport,parking,52.3197649,20.9490236,,parking,,yes,,no,street_side
transport,parking,52.3091593,21.067198,,parking,,private,,no,surface
transport,parking,52.3143282,20.9550672,,parking,,private,,,surface
transport,parking,52.3145153,20.9547876,,parking,,yes,,no,surface
transport,parking,52.1858682,21.18855,,parking,,customers,,no,surface
transport,parking,52.4131698,20.8852546,,parking,,,,no,
transport,parking,52.3006289,21.0270083,,parking_space,,,,no,surface
transport,parking,52.2989293,21.0265237,,parking_space,,customers,,no,surface
transport,parking,52.2987679,21.0259599,,parking_space,,customers,,no,surface
transport,parking,52.2990139,21.0268197,,parking_space,,customers,,no,surface
transport,parking,52.3011315,21.0287672,,parking_space,,customers,,no,surface
transport,parking,52.3009673,21.0286399,,parking_space,,customers,,no,surface
transport,parking,52.3004616,21.0282406,,parking_space,,customers,,no,surface
transport,parking,52.3008874,21.0279256,,parking_space,,customers,,no,surface
transport,parking,52.2377194,21.006799,,parking,,yes,,yes,street_side
transport,parking,52.2409884,21.0031445,,parking,,yes,,yes,street_side
transport,parking,52.2419897,21.0036722,,parking,,yes,,yes,street_side
transport,parking,52.2420559,21.0028628,,parking,,yes,,yes,street_side
transport,parking,52.2426283,21.0023491,,parking,,yes,,yes,surface
transport,parking,52.2451042,21.004674,,parking,,yes,,yes,street_side
transport,parking,52.2447725,21.0053054,,parking,,yes,,yes,street_side
transport,parking,52.2447357,21.0052534,,parking,,yes,,yes,street_side
transport,parking,52.2458522,21.0069541,,parking,,yes,,yes,surface
transport,parking,52.1999809,21.0312191,,parking,,,,,
transport,parking,52.2999538,21.0274191,,parking_space,,customers,,no,surface
transport,parking,52.2986704,21.0252612,,parking,,customers,,no,surface
transport,parking,52.2989166,21.0250749,,parking,,customers,,no,surface
transport,parking,52.1117165,20.6538158,,parking,,,,,
transport,parking,52.1117363,20.6547429,,parking,,,,,
transport,parking,52.1427876,21.0453844,,parking,,yes,,no,surface
transport,parking,52.1431262,21.0445654,,parking,,yes,,no,surface
transport,parking,52.4307908,20.7205872,,parking,,,,,
transport,parking,52.2217608,21.0389844,,parking,,customers,,yes,surface
transport,parking,52.2092898,21.0597683,,parking,,,,,surface
transport,parking,52.2251747,20.9182522,,parking,,,,,
transport,parking,52.2246272,20.9183095,,parking,,,,,
transport,parking,52.2252991,20.917543,,parking,,yes,,no,surface
transport,parking,52.2252017,20.9171474,,parking,,yes,,no,surface
transport,parking,52.22541,20.9169773,,parking,,,,no,surface
transport,parking,52.2252139,20.9172553,,parking,,yes,,no,surface
transport,parking,52.2265174,20.9187337,,parking,,yes,,no,street_side
transport,parking,52.226477,20.9183466,,parking,,yes,,no,street_side
transport,parking,52.224128,20.9209336,,parking,,,,,
transport,parking,52.2237628,20.9211271,,parking,,,,,
transport,parking,52.3205721,21.066264,,parking,,customers,,,surface
transport,parking,52.321698,21.0657211,,parking,,,,,surface
transport,parking,52.2234492,20.9210581,,parking,,,,,
transport,parking,52.224415,20.91888,,parking,,,,,
transport,parking,52.1874575,21.0249984,,parking,,yes,,no,street_side
transport,parking,52.187752,21.0249023,,parking,,yes,,no,street_side
transport,parking,52.1789924,21.0537876,,parking,,,,,surface
transport,parking,52.178133,21.0514466,,parking,,,,,
transport,parking,52.1748944,21.0572762,,parking,,,,,surface
transport,parking,52.1789057,21.0538627,,parking,,,,,surface
transport,parking,52.2245133,20.9182379,,parking,,,,,
transport,parking,52.2224565,20.9174802,,parking,,yes,,no,surface
transport,parking,52.2224772,20.9175682,,parking,,yes,,no,surface
transport,parking,52.2217868,20.9180631,,parking,,yes,,no,surface
transport,parking,52.23596,20.9283847,,parking,,permissive,,,street_side
transport,parking,52.2357008,20.9295633,,parking,,permissive,,,street_side
transport,parking,52.2364041,20.9287812,,parking,,permissive,,,street_side
transport,parking,52.2366813,20.9296655,,parking,,permissive,,,
transport,parking,52.2366293,20.9296489,,parking,,permissive,,,
transport,parking,52.2366194,20.9289644,,parking,,permissive,,,
transport,parking,52.2218695,20.9179844,,parking,,private,,,
transport,parking,52.2211044,20.9177223,,parking,,private,,,surface
transport,parking,52.2223871,20.9199889,,parking,,private,,,
transport,parking,52.2216021,20.9193264,,parking,,private,,,surface
transport,parking,52.2218386,20.9204377,,parking,,private,,,surface
transport,parking,52.2223372,20.9194479,,parking,,private,,,surface
transport,parking,52.2221272,20.9184296,,parking,,private,,,surface
transport,parking,52.2214214,20.919348,,parking,,private,,,surface
transport,parking,52.2214081,20.9192309,,parking,,private,,,surface
transport,parking,52.2223304,20.9190607,,parking,,private,,,surface
transport,parking,52.2219974,20.9185076,,parking,,private,,,surface
transport,parking,52.2214676,20.9192044,,parking,,private,,,surface
transport,parking,52.2219978,20.9194821,,parking,,private,,,surface
transport,parking,52.2222367,20.9193395,,parking,,private,,,surface
transport,parking,52.2224803,20.9185888,,parking,,yes,,no,surface
transport,parking,52.2226543,20.9179147,,parking,,yes,,no,surface
transport,parking,52.2226279,20.9180192,,parking,,yes,,no,surface
transport,parking,52.2225645,20.9192699,,parking,,private,,,
transport,parking,52.2225497,20.9189684,,parking,,private,,,
transport,parking,52.2228212,20.9178934,,parking,,yes,,no,surface
transport,parking,52.22259,20.9186395,,parking,,yes,,no,surface
transport,parking,52.222701,20.9188722,,parking,,private,,,
transport,parking,52.2235273,20.9180228,,parking,,,,,
transport,parking,52.2234825,20.9182132,,parking,,,,,
transport,parking,52.2226184,20.9179432,,parking,,yes,,no,surface
transport,parking,52.2224956,20.9189183,,parking,,yes,,no,surface
transport,parking,52.2225951,20.9196567,,parking,,yes,,no,surface
transport,parking,52.2229048,20.9194705,,parking,,private,,,
transport,parking,52.1733218,21.0228264,,parking,,yes,,no,surface
transport,parking,52.1654011,21.0342843,,parking,,,,,street_side
transport,parking,52.1699359,21.0581864,,parking,,,,,street_side
transport,parking,52.1702274,21.057049,,parking,,,,,street_side
transport,parking,52.1742191,21.0475651,,parking,,,,,street_side
transport,parking,52.1743014,21.046783,,parking,,,,,surface
transport,parking,52.1719065,21.0568195,,parking,,,,,street_side
transport,parking,52.2283487,20.9193023,,parking,,yes,,no,street_side
transport,parking,52.2276764,20.9189276,,parking,,yes,,no,street_side
transport,parking,52.2291705,20.9195227,,parking,,yes,,no,street_side
transport,parking,52.2283556,20.9194631,,parking,,private,,,surface
transport,parking,52.2294319,20.9207887,,parking,,private,,,street_side
transport,parking,52.2788093,20.9748183,,parking,,customers,,no,street_side
transport,parking,52.2786899,20.9748343,,parking,,customers,,no,street_side
transport,parking,52.2292011,20.9176332,,parking,,yes,,no,street_side
transport,parking,52.2277134,20.9167168,,parking,,,,,street_side
transport,parking,52.1503086,21.0536447,,parking,,yes,,no,surface
transport,parking,52.1515166,21.047977,,parking,,,,,street_side
transport,parking,52.2267363,20.912458,,parking,,yes,,no,street_side
transport,parking,52.2281537,20.9149276,,parking,,customers,,yes,surface
transport,parking,52.226725,20.9134447,,parking,,yes,,no,street_side
transport,parking,52.2267183,20.9132294,,parking,,yes,,no,street_side
transport,parking,52.2267306,20.9137019,,parking,,,,,street_side
transport,parking,52.2266858,20.9136116,,parking,,yes,,no,street_side
transport,parking,52.2273379,20.9129075,,parking,,,,,street_side
transport,parking,52.2273459,20.9132515,,parking,,,,,street_side
transport,parking,52.2270121,20.9143946,,parking,,,,,street_side
